1305031546.34392	1.459536	0.234761	2.49978	0.958002	0.224684	-0.152589	-0.092004
1305031546.37606	1.460388	0.232217	2.490261	0.961655	0.21563	-0.144491	-0.088578
1305031546.40766	1.462919	0.224049	2.484977	0.964371	0.205934	-0.141034	-0.087685
1305031546.44397	1.467645	0.216301	2.474176	0.966821	0.196896	-0.13812	-0.086095
1305031546.476	1.468718	0.209588	2.466268	0.968483	0.189364	-0.136954	-0.086168
1305031546.50797	1.478728	0.196635	2.454561	0.969636	0.183518	-0.137486	-0.084998
1305031546.54407	1.476129	0.193872	2.446288	0.971602	0.179471	-0.131578	-0.08042
1305031546.57641	1.482649	0.183412	2.438383	0.97229	0.174467	-0.131353	-0.083424
1305031546.60772	1.48671	0.173972	2.427861	0.973601	0.171527	-0.128153	-0.079103
1305031546.6442	1.487554	0.164852	2.418452	0.97501	0.168497	-0.12469	-0.073596
1305031546.676	1.491221	0.159308	2.409662	0.976442	0.166181	-0.121227	-0.06518
1305031546.70793	1.490891	0.154332	2.400875	0.977756	0.16538	-0.115821	-0.05681
1305031546.74389	1.495306	0.149405	2.3907	0.978641	0.164214	-0.112578	-0.051197
1305031546.77586	1.494942	0.14782	2.383548	0.979989	0.163784	-0.10529	-0.041358
1305031546.808	1.494536	0.145203	2.374194	0.980515	0.166036	-0.0999	-0.032283
1305031546.84408	1.491005	0.143618	2.367773	0.980913	0.167039	-0.095623	-0.02764
1305031546.87606	1.491027	0.141001	2.361859	0.981144	0.166843	-0.094519	-0.024186
1305031546.90778	1.488418	0.141309	2.355004	0.98064	0.169148	-0.096251	-0.021684
1305031546.94386	1.487233	0.144783	2.349735	0.980253	0.171245	-0.096593	-0.021167
1305031546.97588	1.487251	0.144968	2.347588	0.979879	0.172613	-0.097381	-0.023628
1305031547.01198	1.486601	0.142728	2.345082	0.979335	0.174894	-0.098901	-0.023093
1305031547.04421	1.483301	0.142251	2.339693	0.978589	0.177117	-0.101565	-0.026031
1305031547.07635	1.486585	0.140576	2.335882	0.978035	0.178434	-0.103683	-0.029306
1305031547.11199	1.487487	0.140522	2.333263	0.97783	0.180758	-0.100852	-0.031691
1305031547.14407	1.486009	0.144495	2.33434	0.977883	0.181206	-0.098436	-0.034923
1305031547.17591	1.486268	0.145083	2.334919	0.977861	0.180791	-0.097246	-0.040573
1305031547.21196	1.483687	0.141731	2.336554	0.97807	0.178799	-0.097068	-0.044578
1305031547.24411	1.485087	0.1427	2.337517	0.977598	0.179161	-0.100695	-0.045435
1305031547.27655	1.485626	0.144789	2.339232	0.977161	0.179302	-0.103421	-0.048071
1305031547.31226	1.487153	0.144391	2.342179	0.976807	0.179382	-0.104909	-0.051619
1305031547.34419	1.487885	0.144727	2.345274	0.97647	0.179901	-0.10632	-0.053267
1305031547.37675	1.486804	0.144444	2.349024	0.976338	0.179197	-0.107584	-0.05548
1305031547.41226	1.487016	0.144022	2.349995	0.975992	0.178512	-0.111633	-0.055775
1305031547.44447	1.487623	0.145371	2.351429	0.97563	0.177909	-0.115615	-0.055927
1305031547.47635	1.488269	0.147153	2.352028	0.975074	0.178737	-0.118394	-0.057152
1305031547.51211	1.4888	0.148563	2.353288	0.974602	0.179408	-0.11966	-0.060367
1305031547.54402	1.489899	0.147571	2.352772	0.974388	0.179787	-0.119648	-0.062682
1305031547.57644	1.489106	0.15091	2.352639	0.974379	0.18062	-0.119018	-0.061624
1305031547.6123	1.49072	0.151035	2.35266	0.974543	0.17906	-0.11887	-0.063821
1305031547.64416	1.490148	0.15005	2.35233	0.974643	0.1787	-0.118839	-0.063368
1305031547.67729	1.490161	0.154448	2.35193	0.97474	0.178811	-0.119253	-0.06073
1305031547.71234	1.492749	0.148376	2.351553	0.974808	0.177422	-0.118634	-0.064787
1305031547.74433	1.491305	0.15153	2.348364	0.975127	0.178521	-0.117193	-0.059363
1305031547.77639	1.491559	0.154706	2.347914	0.975248	0.178459	-0.116138	-0.05963
1305031547.81232	1.492534	0.153109	2.348	0.975161	0.178656	-0.115615	-0.061444
1305031547.84456	1.493119	0.154094	2.346435	0.975227	0.17947	-0.113985	-0.061077
1305031547.87636	1.493283	0.154311	2.346059	0.97546	0.178631	-0.112458	-0.062619
1305031547.91274	1.494325	0.153254	2.346278	0.97543	0.178962	-0.112452	-0.062163
1305031547.9443	1.494338	0.154903	2.346423	0.975564	0.178656	-0.112125	-0.06152
1305031547.97648	1.495167	0.155388	2.346136	0.975659	0.178266	-0.111597	-0.062102


